name,accident_loc,types_str
Domino's Pizza - Hamdan,شارع حمدان بن زايد الأول,meal_delivery_meal_takeaway_restaurant_food_point_of_interest_establishment
Masjid Darwesh Bin Karam,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Mosque of Hanzalah bin Abi Amer,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Fatima Zahra Mosque,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Ghanim Bin Hamdan Al Falahi Mosque,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Mohammad Ahmed Ya'roof Mosque,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Muhammed Bin Masaood Masjid,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Darwish MOSQUE,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
جامع عبد الله بن مظعون,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Abdullah Bin Madhoun Mosque,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Mosque Al Hadaya,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
Ali Bin Murshid Mosque,شارع حمدان بن زايد الأول,mosque_place_of_worship_point_of_interest_establishment
AKM Music Center (Electra Br),شارع حمدان بن زايد الأول,moving_company_electronics_store_home_goods_store_school_point_of_interest_store_establishment
Crown Relocations - Abu Dhabi,شارع حمدان بن زايد الأول,moving_company_storage_point_of_interest_establishment
Easy Packers & Movers | Abu Dhabi,شارع حمدان بن زايد الأول,moving_company_point_of_interest_establishment
sweet home movers and packers,شارع حمدان بن زايد الأول,moving_company_storage_point_of_interest_establishment
Green Emerald Furniture Movers,شارع حمدان بن زايد الأول,moving_company_point_of_interest_establishment
Global Icon Movers,شارع حمدان بن زايد الأول,moving_company_storage_point_of_interest_establishment
Expert Home Movers and Packers Abu Dhabi,شارع حمدان بن زايد الأول,moving_company_storage_point_of_interest_establishment
AR Movers And Packers In Abu Dhabi,شارع حمدان بن زايد الأول,moving_company_storage_point_of_interest_establishment
Мечеть,شارع حمدان بن زايد الأول,museum_point_of_interest_establishment
Level Lounge,شارع حمدان بن زايد الأول,night_club_bar_point_of_interest_establishment
Mazrui & Hawi Painting Co WLL,شارع حمدان بن زايد الأول,painter_point_of_interest_establishment
Decorations and paint work,شارع حمدان بن زايد الأول,painter_point_of_interest_establishment
Capital Park,شارع حمدان بن زايد الأول,park_point_of_interest_establishment
Desert World Safari Camp,شارع حمدان بن زايد الأول,campground_lodging_park_point_of_interest_establishment
Cero zone Capital Park,شارع حمدان بن زايد الأول,park_point_of_interest_establishment
Mawaqif basement parking,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
Underground Parking,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
Parking Area,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
Non Residence car Parking,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
Underground parking,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
210 Fatima Bint Mubarak St Parking,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
Liwa St Parking,شارع حمدان بن زايد الأول,parking_point_of_interest_establishment
National House Trading Est,شارع حمدان بن زايد الأول,pet_store_point_of_interest_store_establishment
Boots,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Aster Pharmacy Group Branch 3,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
"Medicina Pharmacy AUH - Subway Building, Khalifa Street, Abu Dhabi",شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Babil Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Al Manara Pharmacy - Khalifa Street,شارع حمدان بن زايد الأول,pharmacy_drugstore_health_point_of_interest_store_establishment
LLH Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Al Razi Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Central Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Al Saada Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Noor Al Ahli Pharmacy Branch 6,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Aster Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Al Daman Pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Mediclinic Alnoor pharmacy,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Al Saada Medical Stores,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Chines artistic Beatuy Salon,شارع حمدان بن زايد الأول,pharmacy_health_point_of_interest_store_establishment
Ibn Nafees Medical Center,شارع حمدان بن زايد الأول,beauty_salon_hair_care_physiotherapist_dentist_hospital_doctor_health_point_of_interest_establishment
Dhabi Enterprises Establishment,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Dar Al Saad Property Management LLC,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Your Key Property Management LLC,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Alpha Bravo Real Estate,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Al Odaid Real Estate Co,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
AMPLE INTERNATIONAL PROPERTIES LLC.,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Search World Propery Management,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Ejarat (International Holding Group),شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Rental zone in Abu Dhabi,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Red Onyx,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Al Saa Contracting & Real Estate Establishment,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Ambient Solutions Real Estate,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Abu Dhabi Rental Zone,شارع حمدان بن زايد الأول,real_estate_agency_point_of_interest_establishment
Domino's,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Le Beaujolais,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
The Resto Pinoy Hamdan Branch,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Rainbow Steak House,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
China Restaurant,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
The Garden Restaurant,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Cho Gao Restaurant & Lounge,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Mood Indigo,شارع حمدان بن زايد الأول,bar_restaurant_food_point_of_interest_establishment
Panaderia Bakery Office,شارع حمدان بن زايد الأول,restaurant_bakery_food_point_of_interest_store_establishment
Panaderia Bakery,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Chowking Restaurant Hamdan,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Nihal Restaurant,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Mugal Restaurant,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Dunkin' UAE,شارع حمدان بن زايد الأول,bakery_restaurant_food_point_of_interest_store_establishment
Chowking Restaurant HamdanXX,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Pizza Hut,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
Pizza Hut,شارع حمدان بن زايد الأول,meal_delivery_meal_takeaway_restaurant_food_point_of_interest_establishment
Fudzlicious Restaurant & Cafe,شارع حمدان بن زايد الأول,restaurant_food_point_of_interest_establishment
